satisfaction_level,last_evaluation,project_count,average_monthly_hours,time_in_company,work_accident,emp_left,promotion_last_5years,sales,salary
0.8,0.82,4,271,4,0,0,0,sales,low
0.8,0.94,4,271,4,0,0,1,sales,medium
0.85,0.98,5,222,3,0,0,1,sales,medium
0.16,0.82,6,202,4,1,0,1,sales,medium
0.76,0.79,5,187,4,0,0,0,hr,medium
0.93,0.9,4,256,4,0,0,0,technical,low
0.82,0.53,3,147,3,1,0,0,technical,low
0.88,0.72,5,244,2,0,0,0,technical,low
0.31,0.42,4,108,4,0,0,0,technical,low
0.94,0.52,5,133,3,0,0,0,support,low
0.65,0.79,5,233,3,0,0,0,support,low
0.66,0.89,4,169,4,0,0,0,support,low
0.2,0.99,5,151,3,1,0,0,support,low
0.48,0.61,3,251,3,0,0,0,support,medium
0.81,0.55,3,199,2,1,0,0,IT,medium
0.43,0.51,5,168,4,0,0,0,product_mng,medium
0.73,0.68,3,121,5,0,0,0,RandD,low
0.65,0.76,2,170,5,0,0,0,IT,low
0.8,0.71,4,161,4,0,0,0,IT,low
0.67,0.49,3,224,3,0,0,0,IT,low
0.51,0.58,4,140,2,1,0,0,product_mng,low
0.82,0.59,5,170,3,0,0,0,product_mng,low
0.19,0.83,5,280,4,0,0,0,RandD,low
0.92,0.99,3,176,8,0,0,0,sales,medium
0.21,0.7,3,238,8,0,0,0,technical,medium
0.52,0.89,3,188,6,0,0,0,marketing,medium
0.67,0.68,4,171,3,0,0,0,sales,low
0.57,0.72,4,214,2,1,0,0,sales,low
0.95,0.63,3,153,2,0,0,0,sales,low
0.48,1,4,261,3,0,0,0,accounting,low
0.3,0.58,2,189,4,1,0,0,accounting,low
0.72,0.85,5,237,4,0,0,0,accounting,low
0.62,0.81,3,245,2,1,0,0,hr,low
0.89,0.39,5,218,2,0,0,0,technical,low
0.95,0.9,3,155,3,0,0,0,technical,medium
0.29,0.39,6,105,6,0,0,0,technical,medium
0.54,0.53,4,158,2,0,0,0,technical,medium
0.66,0.58,3,157,2,0,0,0,support,medium
0.59,0.54,4,178,2,0,0,0,support,medium
0.49,0.59,5,140,3,0,0,0,support,high
0.7,0.76,4,173,2,0,0,0,support,medium
0.86,0.91,4,253,3,0,0,0,IT,low
1,0.86,2,264,3,0,0,0,IT,medium
0.97,0.57,4,150,2,0,0,0,IT,medium
0.65,0.63,4,143,8,0,0,0,management,medium
0.51,0.63,4,198,2,0,0,0,management,medium
0.87,0.92,4,263,3,0,0,0,management,medium
0.45,0.55,4,206,2,0,0,0,sales,low
0.49,1,2,125,4,1,0,0,sales,low
0.53,0.91,5,181,3,0,0,0,sales,low
0.99,0.86,3,167,2,0,0,0,sales,low
0.19,0.97,6,269,6,0,0,0,hr,medium
0.87,0.55,4,197,3,0,0,0,technical,high
0.13,0.9,5,264,6,0,0,0,technical,high
0.54,0.61,4,118,5,0,0,0,support,low
0.37,0.69,2,146,3,0,0,0,support,medium
0.8,0.74,3,228,3,0,0,0,technical,medium
0.52,0.63,3,204,3,0,0,0,technical,medium
0.78,0.89,4,137,3,0,0,0,IT,medium
0.48,0.77,6,274,6,0,0,0,product_mng,medium
0.77,0.83,5,216,4,0,0,0,IT,medium
0.85,0.81,4,260,3,0,0,0,product_mng,medium
0.92,0.93,4,225,2,0,0,1,RandD,medium
0.48,0.77,5,250,2,0,0,1,RandD,medium
0.82,0.91,5,271,2,0,0,1,RandD,medium
0.47,0.56,4,226,3,0,0,0,marketing,low
0.61,0.89,3,242,10,0,0,0,sales,high
0.69,0.72,4,210,2,1,0,0,sales,high
1,0.72,5,194,7,1,0,0,sales,medium
0.52,0.84,3,261,8,0,0,1,accounting,low
0.82,0.49,5,203,6,0,0,0,technical,low
0.57,1,4,227,10,0,0,0,technical,low
0.63,0.61,5,186,10,0,0,0,technical,low
0.65,0.85,4,201,10,0,0,0,support,low
0.99,0.94,4,167,4,0,0,0,support,low
0.92,0.85,3,207,2,0,0,0,support,low
0.49,0.57,3,192,3,0,0,0,technical,medium
0.69,0.56,4,149,3,0,0,0,IT,medium
0.72,0.8,3,222,3,0,0,0,IT,medium
0.78,0.5,5,247,4,0,0,0,product_mng,medium
0.76,0.45,4,147,2,0,0,0,product_mng,medium
0.76,0.57,5,255,4,0,0,0,management,medium
0.76,0.77,4,169,10,0,0,0,management,medium
0.18,0.75,3,142,2,0,0,0,product_mng,low
0.7,0.56,4,214,3,0,0,1,management,medium
0.56,0.71,3,211,6,0,0,1,marketing,low
0.57,0.7,4,237,6,0,0,0,accounting,low
0.22,0.91,6,222,8,0,0,0,technical,low
0.76,0.82,4,170,6,0,0,0,sales,medium
0.7,0.77,4,245,2,0,0,0,sales,low
0.77,0.75,6,246,6,0,0,0,sales,low
0.66,0.49,4,157,3,0,0,0,sales,low
0.97,0.62,6,118,2,0,0,0,accounting,low
0.66,0.77,4,188,2,0,0,0,technical,low
0.96,0.83,3,177,4,0,0,0,technical,low
0.78,0.77,3,244,2,0,0,0,technical,medium
0.78,0.68,2,159,3,1,0,0,support,medium
0.5,0.52,2,178,2,0,0,0,support,medium
0.86,0.61,4,193,2,0,0,0,support,high
0.79,0.73,2,147,2,0,0,0,technical,medium
0.69,0.9,3,185,4,0,0,0,product_mng,low
0.8,0.67,3,178,3,0,0,0,IT,low
0.64,0.52,5,258,10,1,0,0,management,high
0.36,0.73,2,111,2,0,0,0,sales,low
0.53,0.7,4,223,3,0,0,0,sales,low
0.91,0.77,3,144,3,0,0,0,sales,medium
0.56,0.67,3,270,2,0,0,0,sales,medium
1,0.93,5,167,3,0,0,0,sales,medium
0.24,0.62,6,225,6,0,0,0,sales,low
0.33,0.97,5,130,4,0,0,0,management,high
0.84,0.53,3,210,4,1,0,0,marketing,medium
0.67,0.69,3,231,3,0,0,1,technical,medium
0.16,0.72,3,203,3,0,0,0,sales,medium
0.89,0.99,2,258,3,0,0,0,sales,medium
0.53,0.53,4,257,2,0,0,0,management,high
0.81,0.77,3,221,2,0,0,0,technical,low
0.88,0.67,5,264,3,0,0,0,product_mng,medium
0.74,0.63,3,180,3,0,0,0,management,high
0.82,0.51,2,268,2,0,0,0,management,high
0.63,0.48,4,179,3,0,0,0,marketing,low
0.57,0.85,4,250,3,1,0,1,marketing,low
0.8,0.7,4,246,3,0,0,1,marketing,low
0.59,0.62,3,166,2,0,0,0,sales,low
0.48,0.9,4,208,3,0,0,0,sales,low
0.32,0.47,3,143,4,0,0,0,IT,medium
0.57,0.78,3,134,3,0,0,0,RandD,medium
0.7,0.63,3,157,2,0,0,0,RandD,medium
0.78,0.65,3,139,3,0,0,0,marketing,high
0.77,0.75,3,170,7,0,0,0,sales,low
0.31,0.86,3,266,7,0,0,0,sales,low
0.5,0.92,4,266,7,0,0,0,product_mng,medium
0.83,0.67,3,175,3,0,0,0,product_mng,medium
0.6,0.65,2,225,10,0,0,0,management,high
0.17,0.66,6,224,3,0,0,0,sales,medium
0.65,0.94,4,184,7,0,0,0,sales,medium
0.63,0.6,4,258,3,0,0,0,sales,medium
0.96,0.55,3,164,3,0,0,0,sales,medium
0.2,0.6,5,261,8,0,0,0,sales,medium
0.73,0.56,3,245,8,0,0,0,sales,medium
0.61,0.82,4,184,8,0,0,0,IT,low
0.59,0.47,3,159,4,0,0,0,product_mng,low
0.95,0.66,4,223,10,0,0,0,IT,low
0.97,0.51,5,215,7,0,0,0,management,high
0.51,0.86,3,182,10,0,0,0,sales,low
0.65,0.55,3,156,5,0,0,0,marketing,low
0.82,0.65,5,178,7,1,0,0,sales,medium
0.83,0.55,3,271,7,0,0,0,sales,medium
0.53,0.66,3,191,3,0,0,0,IT,high
0.56,0.39,3,106,8,0,0,0,management,high
0.88,0.58,3,145,8,0,0,0,sales,low
0.7,0.68,5,225,7,0,0,0,sales,medium
0.77,0.48,5,262,7,0,0,0,IT,medium
0.68,0.97,3,250,3,1,0,0,product_mng,medium
0.68,0.67,4,162,10,0,0,0,management,high
0.77,0.89,4,269,10,0,0,0,management,high
0.7,0.84,3,260,4,1,0,0,support,medium
0.9,0.85,3,158,7,0,0,0,marketing,medium
0.65,0.82,5,265,3,0,0,0,IT,low
0.78,0.69,4,202,3,0,0,0,product_mng,low
0.92,0.68,4,138,7,0,0,0,sales,medium
0.96,0.6,3,160,10,0,0,0,support,medium
0.41,0.38,4,142,10,1,0,0,support,low
0.22,0.62,3,180,3,0,0,0,support,low
0.81,0.78,3,165,3,0,0,0,technical,high
0.5,0.83,5,258,2,0,0,0,IT,low
0.7,0.88,3,159,2,0,0,0,IT,high
0.94,0.67,4,191,3,1,0,0,product_mng,high
0.2,0.53,5,272,5,0,0,0,product_mng,low
0.43,0.66,4,135,2,0,0,0,IT,high
0.75,0.66,5,234,2,0,0,0,management,high
0.63,0.98,4,187,3,0,0,0,management,high
0.88,0.88,4,222,3,1,0,1,sales,medium
0.93,0.7,5,231,7,0,0,1,sales,high
0.91,0.58,3,220,7,0,0,1,sales,low
0.53,0.59,4,259,3,0,0,0,sales,low
0.79,0.86,5,238,8,0,0,0,sales,low
0.5,0.73,3,154,10,0,0,0,IT,medium
0.76,0.56,3,179,3,1,0,0,sales,low
0.82,0.67,4,156,3,0,0,0,product_mng,low
0.82,0.56,2,227,5,1,0,0,management,high
0.9,0.54,4,172,4,0,0,0,sales,medium
0.64,0.55,3,246,2,0,0,1,marketing,high
0.61,0.42,3,145,4,0,0,1,sales,medium
0.63,0.61,4,171,3,0,0,0,sales,low
0.44,0.65,3,175,2,0,0,0,IT,low
0.93,0.51,4,110,3,0,0,0,product_mng,low
0.39,0.91,2,212,2,0,0,0,management,high
0.88,0.81,4,179,3,0,0,0,management,high
0.61,0.61,4,246,2,0,0,0,accounting,low
0.61,0.83,4,245,3,1,0,1,technical,low
0.53,0.68,4,173,3,0,0,0,sales,medium
0.42,0.96,6,173,3,0,0,0,sales,medium
0.81,0.81,4,212,2,1,0,0,sales,medium
0.5,0.9,5,226,2,0,0,0,management,high
0.68,0.75,4,258,3,0,0,0,management,high
0.62,0.61,3,266,2,0,0,0,management,high
0.69,0.75,3,253,3,0,0,0,management,high
0.62,0.76,5,198,3,0,0,0,sales,low
0.82,0.69,3,250,3,0,0,0,accounting,low
0.71,0.63,3,204,3,0,0,0,marketing,low
0.74,0.87,5,224,2,0,0,0,support,medium
0.86,0.71,5,273,3,0,0,0,support,medium
0.69,0.87,5,174,3,0,0,0,support,medium
0.33,0.41,2,198,4,0,0,0,technical,medium
0.86,0.83,4,208,3,1,0,0,IT,low
0.83,0.57,2,222,2,0,0,0,sales,medium
0.24,0.88,5,199,5,1,0,0,sales,medium
0.74,0.7,4,273,3,0,0,0,sales,medium
0.37,0.72,3,183,2,0,0,0,sales,low
0.92,0.85,3,151,6,1,0,0,sales,low
0.92,0.44,3,260,8,0,0,0,sales,low
0.83,0.8,3,240,8,0,0,0,sales,low
0.94,0.82,4,187,3,0,0,0,sales,low
0.95,0.99,5,251,4,0,0,0,product_mng,low
0.53,0.8,2,225,7,1,0,1,management,high
0.88,0.74,3,273,10,0,0,0,sales,medium
0.85,0.87,4,152,7,0,0,0,sales,low
0.82,0.82,3,148,3,0,0,0,IT,low
0.8,0.8,4,146,3,1,0,0,IT,low
0.82,0.58,5,263,8,0,0,0,IT,medium
0.48,0.5,5,142,4,0,0,0,IT,medium
0.19,0.79,4,229,4,0,0,0,product_mng,medium
0.64,0.5,4,253,10,0,0,1,management,high
0.22,0.94,3,193,10,0,0,1,management,high
0.33,0.65,3,172,10,0,0,1,marketing,high
0.38,0.53,2,157,3,0,1,0,sales,low
0.1,0.77,6,247,4,0,1,0,sales,low
0.89,1,5,224,5,0,1,0,sales,low
0.78,0.99,4,255,6,0,1,0,sales,low
0.76,0.89,5,262,5,0,1,0,sales,low
0.09,0.95,6,304,4,0,1,0,sales,low
0.38,0.5,2,132,3,0,1,0,accounting,low
0.1,0.94,6,255,4,0,1,0,technical,low
0.45,0.48,2,158,3,0,1,0,technical,low
0.4,0.46,2,127,3,0,1,0,technical,low
0.57,0.7,3,273,6,0,1,0,support,low
0.38,0.55,2,134,3,0,1,0,support,low
0.11,0.94,7,255,4,0,1,0,support,low
0.85,1,4,225,5,0,1,0,technical,low
0.74,0.99,2,277,3,0,1,0,IT,medium
0.43,0.56,2,157,3,0,1,0,sales,low
0.45,0.54,2,140,3,0,1,0,support,low
0.79,0.59,4,139,3,0,1,1,management,low
0.84,0.85,4,249,6,0,1,0,marketing,low
0.11,0.77,6,291,4,0,1,0,marketing,low
0.4,0.5,2,130,3,0,1,0,sales,low
0.44,0.5,2,148,3,0,1,0,accounting,medium
0.9,0.96,4,258,5,0,1,0,technical,medium
0.11,0.8,6,256,4,0,1,0,IT,low
0.41,0.46,2,151,3,0,1,0,product_mng,low
0.76,0.92,4,239,5,0,1,0,product_mng,low
0.45,0.56,2,154,3,0,1,0,marketing,low
0.1,0.95,7,301,4,0,1,0,marketing,low
0.45,0.51,2,147,3,0,1,0,sales,low
0.45,0.57,2,158,3,0,1,0,sales,low
0.41,0.46,2,160,3,0,1,1,sales,low
0.54,0.74,4,164,2,0,1,0,sales,low
0.37,0.55,2,152,3,0,1,0,technical,medium
0.74,0.91,4,232,5,0,1,0,technical,medium
0.27,0.54,7,278,3,0,1,0,technical,low
0.1,0.93,6,256,4,0,1,0,support,low
0.38,0.5,2,153,3,0,1,0,support,low
0.45,0.46,2,153,3,0,1,0,management,low
0.89,0.87,5,225,5,0,1,0,product_mng,low
0.37,0.5,2,135,3,0,1,0,product_mng,low
0.37,0.51,2,153,3,0,1,0,product_mng,low
0.11,0.83,6,244,4,0,1,0,accounting,low
0.42,0.56,2,134,3,0,1,0,support,low
0.48,0.57,4,270,4,0,1,0,technical,low
0.43,0.45,2,135,3,0,1,0,marketing,low
0.4,0.5,2,128,3,0,1,0,sales,low
0.11,0.9,6,254,4,0,1,0,technical,low
0.81,0.95,5,238,6,0,1,0,technical,low
0.09,0.78,6,254,4,0,1,0,support,low
0.1,0.93,6,289,4,1,1,0,support,low
0.11,0.83,6,306,4,0,1,0,support,low
0.41,0.49,2,146,3,0,1,0,IT,low
0.4,0.52,2,147,3,0,1,0,product_mng,medium
0.45,0.47,2,135,3,0,1,0,RandD,medium
0.41,0.49,2,130,3,0,1,0,marketing,low
0.43,0.47,2,135,3,0,1,0,sales,low
0.37,0.46,2,153,3,0,1,0,sales,low
0.11,0.91,7,287,4,0,1,0,sales,low
0.41,0.52,2,135,3,0,1,0,sales,low
0.09,0.98,6,271,4,0,1,0,sales,low
0.1,0.91,6,246,4,0,1,0,hr,medium
0.09,0.89,7,308,5,0,1,0,hr,medium
0.37,0.54,2,149,3,0,1,0,support,low
0.4,0.5,2,141,3,1,1,0,technical,low
0.1,0.83,6,258,4,0,1,0,management,low
0.82,0.86,5,243,5,0,1,0,IT,low
0.37,0.45,2,142,3,0,1,0,IT,low
0.45,0.48,2,144,3,0,1,0,marketing,medium
0.38,0.51,2,159,3,0,1,0,sales,medium
0.36,0.48,2,156,3,0,1,0,accounting,high
0.1,0.97,6,247,4,0,1,0,management,medium
0.45,0.55,2,148,3,0,1,0,sales,low
0.09,0.79,6,293,5,0,1,0,sales,low
0.91,1,5,251,6,0,1,0,sales,low
0.45,0.53,2,138,3,0,1,0,accounting,medium
0.82,0.85,4,223,5,0,1,0,technical,medium
0.74,0.92,4,261,5,0,1,0,technical,medium
0.41,0.57,2,160,3,0,1,0,support,low
0.41,0.47,2,135,3,0,1,0,support,low
0.41,0.48,2,139,3,0,1,0,technical,low
0.81,0.9,4,226,5,0,1,0,product_mng,medium
0.85,0.98,5,248,5,0,1,0,product_mng,medium
0.1,0.87,6,286,4,0,1,0,IT,medium
0.37,0.54,2,145,3,0,1,0,RandD,medium
0.86,0.93,5,223,5,0,1,0,RandD,medium
0.4,0.48,2,137,3,0,1,0,sales,medium
0.43,0.49,2,135,3,0,1,0,accounting,medium
0.82,0.98,5,234,5,0,1,0,marketing,medium
0.37,0.48,2,134,3,0,1,0,marketing,medium
0.09,0.95,6,292,4,0,1,0,sales,medium
0.44,0.53,2,149,3,0,1,0,sales,low
0.76,0.83,5,227,5,0,1,0,sales,low
0.19,1,4,192,4,0,1,0,accounting,low
0.83,0.98,4,259,5,0,1,0,support,medium
0.83,0.96,5,275,5,0,1,0,support,low
0.75,0.99,5,221,5,0,1,0,product_mng,low
0.4,0.56,2,137,3,0,1,0,accounting,medium
0.89,0.92,5,237,5,0,1,0,sales,medium
0.43,0.49,2,135,3,0,1,0,sales,medium
0.37,0.47,2,149,3,0,1,0,sales,low
0.75,0.99,5,254,5,0,1,0,sales,low
0.46,0.48,2,141,3,1,1,0,sales,low
0.09,0.86,6,279,4,0,1,0,sales,low
0.41,0.53,2,157,3,0,1,0,accounting,low
0.11,0.79,7,310,4,0,1,0,hr,low
0.1,0.97,6,282,4,0,1,0,hr,medium
0.73,1,4,252,5,0,1,0,technical,medium
0.37,0.49,2,151,3,0,1,0,technical,medium
0.9,0.96,5,243,5,0,1,0,technical,medium
0.4,0.51,2,139,3,0,1,0,support,low
0.86,0.84,5,222,5,0,1,0,IT,low
0.11,0.9,6,263,4,0,1,0,IT,low
0.77,0.98,5,259,6,0,1,0,product_mng,low
0.84,0.94,5,222,6,0,1,0,product_mng,low
0.38,0.56,2,161,3,0,1,0,RandD,medium
0.09,0.9,7,296,4,0,1,0,technical,medium
0.39,0.49,2,144,3,0,1,0,marketing,medium
0.38,0.5,2,140,3,0,1,0,sales,low
0.44,0.49,2,145,3,0,1,0,sales,low
0.43,0.48,2,153,3,0,1,0,accounting,low
0.58,0.62,4,238,3,0,1,0,hr,low
0.39,0.45,2,134,3,0,1,0,technical,medium
0.09,0.77,6,290,4,0,1,0,technical,medium
0.38,0.53,2,146,3,0,1,0,support,low
0.1,0.79,6,256,5,0,1,0,support,low
0.1,0.77,5,276,4,0,1,0,support,low
0.11,0.94,6,264,4,0,1,0,IT,low
0.4,0.49,2,128,3,0,1,0,sales,low
0.11,0.87,7,278,4,0,1,0,sales,low
0.42,1,3,202,3,0,1,0,sales,medium
0.87,1,4,228,5,0,1,0,support,medium
0.46,0.54,2,143,3,0,1,0,sales,medium
0.73,0.92,5,232,5,0,1,0,sales,low
0.91,1,5,244,6,0,1,0,hr,low
0.42,0.49,2,139,3,0,1,0,hr,low
0.45,0.56,2,146,3,0,1,0,technical,medium
0.79,0.94,4,232,5,0,1,0,technical,medium
0.1,0.89,7,291,4,0,1,0,support,medium
0.46,0.45,2,138,3,0,1,1,IT,low
0.39,0.54,2,127,3,0,1,0,sales,low
0.39,0.46,2,159,3,0,1,0,sales,medium
0.09,0.87,3,214,2,0,1,0,support,medium
0.31,0.77,4,149,3,0,1,0,sales,medium
0.44,0.65,3,271,4,0,1,0,sales,low
0.72,1,4,245,5,0,1,0,sales,low
0.66,0.66,3,225,3,0,0,0,technical,low
0.2,0.69,6,236,4,0,0,0,technical,low
0.59,0.73,2,230,3,0,0,0,technical,low
0.82,0.49,4,276,4,0,0,0,support,low
0.75,0.94,5,217,2,0,0,0,support,medium
0.81,0.64,4,213,3,0,0,0,support,medium
0.56,0.83,3,236,3,1,0,0,technical,medium
0.98,0.79,5,257,4,0,0,0,technical,medium
0.61,0.67,4,151,3,0,0,0,IT,high
0.78,0.7,4,139,3,0,0,0,IT,low
0.52,0.98,4,265,3,0,0,0,product_mng,medium
0.59,0.74,3,240,3,0,0,0,IT,low
0.61,0.75,3,140,3,0,0,0,RandD,low
0.87,0.61,3,162,2,0,0,0,RandD,low
0.52,0.97,4,170,3,0,0,0,support,medium
0.6,0.6,3,242,3,0,0,0,technical,medium
0.89,0.92,3,195,2,0,0,0,marketing,medium
0.38,0.5,3,196,3,0,0,0,sales,medium
0.21,0.71,4,270,2,0,0,0,sales,high
0.83,0.71,3,234,4,0,0,0,accounting,high
0.74,0.87,5,264,3,0,0,0,accounting,high
0.93,0.59,3,202,2,0,0,0,hr,high
0.53,0.8,4,241,3,1,0,0,technical,low
0.19,0.63,4,278,6,0,0,0,technical,low
0.63,0.78,4,275,3,0,0,0,support,low
0.49,0.37,5,246,3,0,0,0,support,medium
0.58,0.49,3,167,3,0,0,0,IT,medium
0.87,0.97,4,243,3,0,0,0,IT,high
0.72,0.79,3,221,3,0,0,0,product_mng,high
0.63,0.55,4,200,3,1,0,0,RandD,low
0.82,0.49,4,180,2,0,0,0,RandD,low
0.71,0.9,3,138,3,0,0,0,marketing,medium
1,0.86,4,245,4,0,0,0,sales,medium
0.96,0.64,3,166,2,0,0,0,accounting,medium
0.14,0.66,5,281,4,1,0,0,accounting,medium
0.98,0.91,3,165,2,1,0,0,hr,medium
0.96,0.49,5,137,3,0,0,0,hr,medium
0.9,0.57,4,185,3,1,0,0,technical,medium
0.78,0.98,4,207,2,1,0,0,technical,medium
0.6,0.8,4,253,2,0,0,0,technical,low
0.13,0.84,5,189,5,0,0,0,technical,low
0.63,0.9,4,245,3,0,0,0,technical,low
0.86,0.64,3,245,4,0,0,0,support,high
0.55,0.87,3,201,2,0,0,0,technical,medium
0.59,0.97,3,257,3,0,0,0,marketing,low
0.28,0.37,3,164,4,1,0,0,accounting,low
0.49,0.59,4,137,4,0,0,0,technical,high
0.95,0.53,3,264,3,0,0,0,sales,low
0.89,0.99,4,205,2,0,0,1,sales,medium
0.13,0.62,5,268,3,0,0,0,sales,medium
0.67,0.6,5,253,6,0,0,0,sales,medium
0.61,0.56,4,176,3,0,0,0,hr,medium
1,0.55,4,186,4,1,0,0,technical,medium
0.66,0.65,3,196,3,1,0,0,technical,low
0.51,0.74,6,98,3,0,0,0,support,low
0.68,0.76,3,260,4,0,0,0,support,low
0.97,0.93,5,137,2,1,0,0,support,low
0.48,0.58,3,194,3,0,0,0,technical,medium
0.7,0.6,5,208,3,0,0,0,management,medium
0.77,0.5,3,141,3,0,0,0,IT,medium
0.73,0.93,3,249,2,0,0,0,IT,medium
0.79,0.65,5,215,2,1,0,0,sales,medium
0.26,0.69,5,213,2,0,0,0,accounting,high
0.53,0.81,3,275,2,0,0,0,technical,low
0.52,0.98,5,217,2,1,0,0,technical,low
1,0.88,6,201,4,0,0,0,technical,low
0.84,0.84,4,266,3,0,0,0,support,low
0.75,0.76,3,269,2,1,0,0,technical,medium
0.69,0.74,5,227,2,0,0,0,technical,medium
1,0.79,5,171,5,0,0,0,IT,medium
0.76,0.92,3,176,2,0,0,0,IT,medium
1,0.73,5,189,3,1,0,0,product_mng,low
0.51,0.5,4,130,3,0,0,0,RandD,medium
0.81,0.62,4,153,4,0,0,0,RandD,low
0.95,0.96,3,220,3,0,0,0,RandD,low
0.98,0.67,4,209,6,0,0,0,marketing,low
0.56,0.81,4,188,3,1,0,0,marketing,low
0.18,0.54,6,209,5,1,0,0,sales,low
0.75,0.63,4,209,3,0,0,1,sales,medium
0.81,0.92,5,258,3,0,0,1,sales,medium
0.62,0.51,4,193,3,0,0,0,accounting,high
0.49,0.67,3,140,2,0,0,0,hr,medium
0.69,0.53,3,153,3,0,0,0,technical,low
0.94,0.52,5,133,3,0,0,0,support,low
0.65,0.79,5,233,3,0,0,0,support,low
0.6,0.6,4,147,3,0,0,0,support,low
0.63,0.91,4,252,3,1,0,0,support,medium
0.48,0.61,3,251,3,0,0,0,support,medium
0.81,0.55,3,199,2,1,0,0,IT,medium
0.97,0.63,5,258,2,0,0,0,IT,medium
0.59,0.65,5,265,3,0,0,0,IT,medium
0.54,0.73,3,157,3,0,0,0,RandD,low
0.32,0.86,4,266,4,0,0,0,RandD,low
0.78,0.55,3,143,3,0,0,0,RandD,low
0.67,0.49,3,224,3,0,0,0,IT,low
0.63,0.57,3,242,3,0,0,0,product_mng,low
0.83,0.52,5,217,3,0,0,0,RandD,low
0.8,0.81,5,248,2,1,0,0,RandD,low
0.56,0.92,4,224,3,0,0,0,sales,medium
0.86,0.87,5,171,2,0,0,0,sales,low
0.61,0.52,3,224,3,0,0,0,hr,low
0.62,0.81,3,245,2,1,0,0,hr,low
0.97,0.89,4,208,2,1,0,0,technical,low
0.72,0.54,4,219,2,0,0,0,technical,medium
0.59,0.54,4,178,2,0,0,0,support,medium
0.68,0.97,3,174,2,0,0,0,support,low
0.7,0.76,4,173,2,0,0,0,support,medium
0.43,0.96,3,109,6,0,0,0,technical,low
0.69,0.88,3,164,10,0,0,0,management,medium
0.59,0.73,3,172,6,0,0,0,product_mng,medium
0.51,0.63,4,198,2,0,0,0,management,medium
0.87,0.92,4,263,3,0,0,0,management,medium
0.69,0.83,4,252,3,0,0,0,management,medium
0.96,0.85,4,247,3,0,0,0,sales,high
0.16,0.61,6,269,2,0,0,0,accounting,high
0.76,0.67,5,243,3,0,0,0,sales,low
0.6,0.79,4,262,3,0,0,0,sales,low
0.19,0.36,3,167,5,0,0,0,sales,low
0.96,0.84,3,147,8,0,0,0,accounting,medium
0.19,0.97,6,269,6,0,0,0,hr,medium
0.74,1,4,192,4,0,0,0,technical,high
0.33,0.64,2,274,3,1,0,0,technical,high
0.54,0.95,4,256,3,0,0,0,support,low
0.77,0.87,3,275,4,1,0,0,support,medium
0.8,0.74,3,228,3,0,0,0,technical,medium
0.69,0.55,3,172,2,0,0,0,technical,medium
0.6,0.62,5,274,3,0,0,0,management,medium
0.74,0.64,3,136,2,0,0,0,IT,medium
0.54,0.68,6,249,5,0,0,0,product_mng,medium
0.17,0.36,6,191,2,0,0,0,product_mng,medium
0.77,0.83,5,216,4,0,0,0,IT,medium
0.57,0.39,4,132,3,0,0,0,product_mng,high
0.92,0.93,4,225,2,0,0,1,RandD,medium
0.48,0.77,5,250,2,0,0,1,RandD,medium
0.82,0.91,5,271,2,0,0,1,RandD,medium
0.57,0.46,2,100,6,1,0,1,marketing,medium
0.53,0.64,3,143,2,0,0,0,sales,low
0.94,0.51,3,242,3,0,0,0,sales,medium
0.97,0.55,5,212,6,0,0,0,sales,high
0.52,0.84,3,261,8,0,0,1,accounting,low
0.97,0.66,5,234,6,0,0,0,technical,low
0.57,1,4,227,10,0,0,0,technical,low
0.7,0.85,4,142,2,0,0,0,support,low
0.78,0.89,4,272,2,0,0,0,support,low
0.62,0.79,3,259,3,0,0,0,support,medium
0.6,0.61,5,191,2,1,0,0,technical,high
0.82,0.82,3,164,3,0,0,0,technical,high
0.48,0.81,4,149,2,0,0,0,management,medium
0.69,0.56,4,149,3,0,0,0,IT,medium
0.4,0.89,2,165,3,0,0,0,IT,medium
0.78,0.5,5,247,4,0,0,0,product_mng,medium
0.24,0.94,6,144,4,0,0,0,product_mng,low
0.99,0.66,3,181,2,0,0,0,IT,medium
0.74,0.6,4,274,10,1,0,0,management,medium
0.57,0.67,5,235,2,0,0,0,product_mng,low
0.16,0.93,5,210,7,0,0,1,management,medium
0.66,0.53,3,164,6,0,0,0,support,low
0.22,0.91,6,222,8,0,0,0,technical,low
0.96,0.71,3,205,8,1,0,0,management,medium
0.87,0.88,4,140,8,0,0,0,marketing,medium
0.61,0.42,2,103,8,0,0,0,marketing,medium
0.9,0.51,4,137,6,0,0,0,sales,medium
0.69,0.76,3,174,6,0,0,0,sales,medium
0.91,0.64,3,241,10,0,0,0,sales,medium
0.14,0.58,4,275,10,0,0,0,sales,medium
0.97,0.62,6,118,2,0,0,0,accounting,low
0.24,0.63,4,203,5,0,0,0,technical,low
0.78,0.77,3,244,2,0,0,0,technical,medium
0.78,0.68,2,159,3,1,0,0,support,medium
0.79,0.73,2,147,2,0,0,0,technical,medium
0.69,0.9,3,185,4,0,0,0,product_mng,low
0.69,0.72,4,185,10,1,0,0,management,high
0.14,0.76,4,142,10,0,0,0,management,high
0.98,0.58,4,133,3,0,0,0,sales,low
0.73,0.77,3,233,3,0,0,0,sales,medium
0.87,0.48,5,242,3,0,0,0,sales,medium
0.94,0.59,3,151,2,0,0,0,sales,low
0.64,0.38,5,122,4,0,0,0,sales,low
